geohome,geowork,likeIrpin,likeVishneve,likeBucha,likeVorzel,likeKocubinske,likeBoyarka,likeBrovary,likeBoryspil,likeVyshgorod,comments,liveSuburb,liveOkolica,isGoodWorkLocation,age,isRented,job,liveHouse,isInvestor,isActivist,isFreeAppartmentImportant,
50.5575|30.6516,50.4488|30.6019,Нормальне,Погане,Нормальне,Найкраще,Нормальне,Нормальне,Найкраще,Погане,Найкраще,,Так,Так,Скоріше так,40,Ні,BA/QA,Так,Ні,Скоріше так,Ні,
50.3862|30.4658,50.4223|30.5104,Нормальне,Найкраще,Погане,Погане,Погане,Найкраще,Погане,Погане,Погане,,Скоріше ні,Так,Скоріше так,32,Ні,Інша ІТ спеціальність,Так,Так,Так,Ні,
50.0129|36.3254,50.0218|36.2274,,,,,,,,,,,Ні,Ні,Так,29,Ні,BA/QA,Важко відповісти,Ні,Скоріше так,Скоріше так,
50.4544|30.5883,50.4544|30.5883,Погане,Погане,Погане,Найкраще,Погане,Погане,Найкраще,Погане,Погане,,Так,Так,Так,25,Ні,Інша ІТ спеціальність,Так,Скоріше так,Скоріше так,Так,
50.0836|22.5742,50.0085|36.2405,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Так,Так,Скоріше так,41,Так,Software Developer,Так,Скоріше ні,Скоріше так,Так,
50.4114|30.6604,50.4454|30.5130,Погане,Нормальне,Погане,Погане,Погане,Погане,Найкраще,Найкраще,Погане,,Скоріше так,Скоріше ні,Так,26,Ні,Software Developer,Скоріше ні,Скоріше так,Скоріше так,Скоріше так,
49.7952|24.0216,49.8120|23.9888,,,,,,,,,,,Так,Так,Так,33,Ні,Software Developer,Так,Так,Так,Важко відповісти,
Киев,Киев,Нормальне,Нормальне,Погане,Найкраще,Нормальне,Погане,Погане,Погане,Нормальне,,Скоріше ні,Скоріше ні,Так,27,Так,Software Developer,Ні,Важко відповісти,Важко відповісти,Ні,
50.4363|30.4336,50.4481|30.4226,Найкраще,Нормальне,Найкраще,Найкраще,Нормальне,Нормальне,Погане,Погане,Погане,,Так,Скоріше так,Скоріше так,25,Так,Software Developer,Так,Скоріше так,Скоріше ні,Так,
50.4754|30.4378,50.4689|30.5165,Погане,Важко відповісти,Нормальне,Важко відповісти,Погане,Погане,Погане,Нормальне,Важко відповісти,,Важко відповісти,Скоріше ні,Так,22,Так,Software Developer,Скоріше так,Ні,Скоріше так,Важко відповісти,
50.5305|30.2425,50.4479|30.5910,Найкраще,Нормальне,Найкраще,Найкраще,Найкраще,Погане,Погане,Погане,Нормальне,,Так,Так,Скоріше так,35,Ні,Software Developer,Так,Так,Так,Скоріше так,
50.4158|30.5373,50.4319|30.5070,Найкраще,Найкраще,Погане,Погане,Погане,Найкраще,Погане,Найкраще,Найкраще,New York,Так,Так,Так,27,Так,BA/QA,Так,Ні,Ні,Так,
50.4209|30.6570,50.4247|30.5068,Важко відповісти,,Важко відповісти,Важко відповісти,Важко відповісти,Нормальне,Найкраще,Найкраще,Нормальне,,Скоріше ні,Скоріше ні,Скоріше так,33,Так,Спеціальність не пов'язана з ІТ,Скоріше так,Скоріше так,Скоріше ні,Скоріше так,
48.3920|35.0372,48.4610|35.0498,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Скоріше так,Скоріше ні,Так,27,Так,BA/QA,Ні,Важко відповісти,Ні,Ні,
,,Нормальне,Нормальне,Важко відповісти,,,Погане,,,Нормальне,,Скоріше ні,Скоріше ні,Скоріше так,31,Ні,Інша ІТ спеціальність,Так,Скоріше так,Скоріше так,Скоріше ні,
50.3897|30.4647,50.4511|30.5224,Погане,Нормальне,Погане,Важко відповісти,Нормальне,Нормальне,Нормальне,Погане,Нормальне,,Скоріше так,Скоріше так,Скоріше так,32,Так,Software Developer,Важко відповісти,Скоріше ні,Скоріше ні,Скоріше так,
50.0351|36.3548,50.0082|36.2396,,,,,,,,,,,Так,Ні,Так,33,Ні,BA/QA,Скоріше так,Скоріше так,Скоріше ні,Скоріше так,
50.1711|30.5962,50.4657|30.4783,Нормальне,Погане,Нормальне,Погане,Погане,Погане,Погане,Погане,Нормальне,"Чому серед запропонованих для оцінювання містечок немає Обухівського напряму? Чудове містечко Украінка і Обухів, і селище Ходосівка.",Так,Так,Скоріше так,27,Ні,Спеціальність не пов'язана з ІТ,Скоріше ні,Скоріше так,Скоріше так,Скоріше ні,
50.4251|30.6203,50.4076|30.6821,,,,,,,,Найкраще,,,Так,Так,Так,36,Ні,Інша ІТ спеціальність,Скоріше так,Скоріше так,Скоріше так,Так,
48.4451|35.0547,48.4451|35.0547,,,,,,,,,,,Скоріше так,Важко відповісти,Так,27,Так,Software Developer,Так,Скоріше так,Важко відповісти,Скоріше так,
